date,tickers
1996-01-02,"TMC-200006,AAL-199702,AAMRQ-201312,AAPL,ABI-200811,ABS-200606,ABT,ABX,ACKH-200211,ACV-201105,ADM,ADP,ADSK,AEE,AEP,AET,AGC-200108,AGN-201503,AHM-199810,AIG,AIT-199910,AL-200711,ALL,AM-201308,AMAT,AMD,AMGN,AMH-199709,AMP-199904,AN-199812,ANDW-200712,ANV-199904,APD,AR-199911,ARC-200004,ARNC,AS-199909,ASC-199906,ASH,AT-200711,ATI,ATI-199906,AVP,AVY,AXP,AZA.A-200106,BA,BAC,BAC-199809,BAX,BBI-199801,BC,BCO,BCR-201712,BDK-201003,BDX,BEAM-201404,BEV-200603,BF.B,BFI-199907,BFO-200010,BGG,BHGE,BHMSQ-200401,BK,BKB-199909,BLL,BLS-200612,BLY-199612,BMET-200709,BMS,BMY,BNI-201002,BNL-199806,BOAT-199701,BOL-200710,BR-200603,BSX,BT-199906,BUD-200811,C,C-199811,CA,CAG,CAL,CAR,CAT,CB-201601,CBB-199801,CBE-201211,CBS,CBS-200005,CCB-199602,CCI-199810,CCK,CCTYQ-201009,CEG-201203,CEN-200711,CFL-199804,CG-200011,CGP-200101,CHA-200006,CHRS-201206,CI,CIN-200603,CL,CLX,CMA,CMB-199603,CMCSA,CMI,CNG-200001,CNP,CNW-201510,COMS-201004,COP,COST,COV-200203,CPB,CPQ-200205,CR,CRR-199706,CSCO,CSR-200006,CSX,CTB,CTX-200908,CVS,CVX,CYM-199912,CYR-199606,D,DALRQ-200704,DCNAQ-200801,DD-201708,DDS,DE,DEC-199806,DGN-199910,DI-199809,DIGI-199809,DIS,DJ-200712,DLX,DOV,DOW-201708,DRI,DTE,DUK,DWD-199705,DXC,EC-200606,ECH-199807,ECL,ECO-200301,ED,EFU-200011,EIX,EKDKQ-201309,EMN,EMR,ENRNQ-200411,ENS-199708,ETN,ETR,ETS-200603,EXC,F,FBF-200403,FBO-199603,FCN-199810,FCX,FDC-200709,FDX,FE,FG-199804,FJ-200011,FL,FLMIQ-200408,FLTWQ-200907,FMC,FMCC,FNMA,FTL.A-200004,FWLT-201412,G-200509,GAPTQ-201203,GAS-201112,GD,GDW-200609,GE,GFS.A-199810,GIDL-199709,GIS,GLD-199705,GLK-200507,GLW,GP-200512,GPC,GPS,GPU-200111,GR-201207,GRA-199609,GRN-199812,GSX-199810,GT,GTE-200006,GWF-199707,GWW,H-200107,HAL,HAS,HCA-200611,HD,HDLM-201301,HES,HET-200801,HI-200303,HIG,HLT-200710,HM-200112,HNZ-201306,HON,HON-199912,HP,HPC-200811,HPH-199912,HPQ,HRB,HRS,HSH-201408,HSY,HUM,I-199603,IBM,IFF,IKN-200810,INCLF-200701,INGR-200611,INTC,IP,IPG,IR,ITT,ITT-199802,ITW,JAVA-201001,JCI,JCI-201609,JCP,JH-200705,JNJ,JOS-200005,JP-200603,JPM,JPM-200012,JWN,K,KATE-201707,KBH,KEY,KM-200212,KMB,KMG-200608,KO,KR,KRB-200512,KRI-200606,KWP-199911,L,LB,LDG-200810,LDW.B-200012,LLX-199710,LLY,LMT,LNC,LOR-199604,LOW,LPX,LSI-201405,LUB,LUV,M,MAS,MAT,MAY-200508,MCD,MCIC-199809,MCO,MD-199707,MDP,MDR,MDT,MEA-200201,MEE-201106,MEL-200706,MER-200812,MII-199906,MIL-201007,MKG-200010,MMC,MMM,MNR-199809,MO,MOB-199911,MRK,MRO,MS,MSFT,MSI,MST-199808,MTLQQ-201103,MU,MWI-200402,MWV-201507,MYG-200603,MZIAQ-201010,NAE-199708,NAV,NC,NCC-200812,NEE,NEM,NKE,NLC-199912,NMK-200201,NOC,NOVL-201104,NRTLQ-201510,NSC,NSI-200306,NSM-201109,NUE,NWL,NYN-199708,NYT,OAT-200108,OKE,OM-199709,OMX-201311,ONE-200406,ORCL,ORX-199902,OWENQ-200610,OXY,PAC-199703,PAS-201002,PBI,PBY-201602,PCAR,PCG,PCH,PD-200703,PDG-200603,PEG,PEL-199706,PEP,PET-199806,PFE,PG,PGL-200702,PGN-201207,PH,PHA-200304,PHB-199910,PHM,PKI,PLL-201508,PMI-199911,PNC,PNU-200003,PPG,PPL,PPW-199911,PRD-200110,PVN-199706,PX,PZE-199908,R,RAD,RAL-200112,RBD-199903,RBK-200601,RDC,RDS.A,RLM-200005,RML-200608,RNB-199912,ROH-200904,ROK,RRD,RSHCQ-201510,RTN,RYAN-200610,RYC-199908,RYI-200710,S,S-200503,SAF-200809,SB-199711,SCI,SFA-200602,SFS-200008,SGID-200610,SGP-200911,SHN-200007,SHW,SIAL-201511,SK-199805,SLB,SMI-200109,SMS-200007,SNA,SNT-199910,SO,SPGI,SRR-200708,STI,STJ-201701,STO-199811,SUN-201210,SVU,SWK,SYY,T,T-200511,TA-199907,TAP,TCOMA-199903,TDM-199708,TEK-200711,TEN,TGNA,TGT,THC,THY-199708,TIN-201202,TJX,TKR,TLAB-201312,TMC.A-200006,TMK,TNB-201205,TOY-200507,TRB-200712,TRV,TRW-200212,TWX-200101,TX-200110,TXN,TXT,TXU-200710,UAWGQ-200303,UCC-199904,UCL-200508,UCM-200010,UIS,UK-200102,UMG-200006,UN,UNH,UNM,UNP,USB-200102,USBC-199708,USH-199706,USHC-199607,USS-199810,UST-200901,USW-200006,UTX,VAT-199609,VFC,VO-200012,VZ,WAI-199808,WB-200108,WB-200812,WBA,WEN-200809,WFC,WFC-199811,WHR,WLA-200006,WLL-200203,WMB,WMT,WMX-199807,WNDXQ-200611,WOR,WWY-200810,WY,WYE-200910,X,XEL,XOM,XRX,YRCW"
1996-01-03,"AAL-199702,AAMRQ-201312,AAPL,ABI-200811,ABS-200606,ABT,ABX,ACKH-200211,ACV-201105,ADM,ADP,ADSK,AEE,AEP,AET,AGC-200108,AGN-201503,AHM-199810,AIG,AIT-199910,AL-200711,ALL,AM-201308,AMAT,AMD,AMGN,AMH-199709,AMP-199904,AN-199812,ANDW-200712,ANV-199904,APD,AR-199911,ARC-200004,ARNC,AS-199909,ASC-199906,ASH,AT-200711,ATI,ATI-199906,AVP,AVY,AXP,AZA.A-200106,BA,BAC,BAC-199809,BAX,BBI-199801,BC,BCO,BCR-201712,BDK-201003,BDX,BEAM-201404,BEV-200603,BF.B,BFI-199907,BFO-200010,BGG,BHGE,BHMSQ-200401,BK,BKB-199909,BLL,BLS-200612,BLY-199612,BMET-200709,BMS,BMY,BNI-201002,BNL-199806,BOAT-199701,BOL-200710,BR-200603,BSX,BT-199906,BUD-200811,C,C-199811,CA,CAG,CAL,CAR,CAT,CB-201601,CBB-199801,CBE-201211,CBS,CBS-200005,CCB-199602,CCI-199810,CCK,CCTYQ-201009,CEG-201203,CEN-200711,CFL-199804,CG-200011,CGP-200101,CHA-200006,CHRS-201206,CI,CIN-200603,CL,CLX,CMA,CMB-199603,CMCSA,CMI,CNG-200001,CNP,CNW-201510,COMS-201004,COP,COST,COV-200203,CPB,CPQ-200205,CR,CRR-199706,CSCO,CSR-200006,CSX,CTB,CTX-200908,CVS,CVX,CYM-199912,CYR-199606,D,DALRQ-200704,DCNAQ-200801,DD-201708,DDS,DE,DEC-199806,DGN-199910,DI-199809,DIGI-199809,DIS,DJ-200712,DLX,DOV,DOW-201708,DRI,DTE,DUK,DWD-199705,DXC,EC-200606,ECH-199807,ECL,ECO-200301,ED,EFU-200011,EIX,EKDKQ-201309,EMN,EMR,ENRNQ-200411,ENS-199708,ETN,ETR,ETS-200603,EXC,F,FBF-200403,FBO-199603,FCN-199810,FCX,FDC-200709,FDX,FE,FG-199804,FJ-200011,FL,FLMIQ-200408,FLTWQ-200907,FMC,FMCC,FNMA,FTL.A-200004,FWLT-201412,G-200509,GAPTQ-201203,GAS-201112,GD,GDW-200609,GE,GFS.A-199810,GIDL-199709,GIS,GLD-199705,GLK-200507,GLW,GP-200512,GPC,GPS,GPU-200111,GR-201207,GRA-199609,GRN-199812,GSX-199810,GT,GTE-200006,GWF-199707,GWW,H-200107,HAL,HAS,HCA-200611,HD,HDLM-201301,HES,HET-200801,HI-200303,HIG,HLT-200710,HM-200112,HNZ-201306,HON,HON-199912,HP,HPC-200811,HPH-199912,HPQ,HRB,HRS,HSH-201408,HSY,HUM,I-199603,IBM,IFF,IKN-200810,INCLF-200701,INGR-200611,INTC,IP,IPG,IR,ITT,ITT-199802,ITW,JAVA-201001,JCI,JCI-201609,JCP,JH-200705,JNJ,JOS-200005,JP-200603,JPM,JPM-200012,JWN,K,KATE-201707,KBH,KEY,KM-200212,KMB,KMG-200608,KO,KR,KRB-200512,KRI-200606,KWP-199911,L,LB,LDG-200810,LDW.B-200012,LLX-199710,LLY,LMT,LNC,LOR-199604,LOW,LPX,LSI-201405,LUB,LUV,M,MAS,MAT,MAY-200508,MCD,MCIC-199809,MCO,MD-199707,MDP,MDR,MDT,MEA-200201,MEE-201106,MEL-200706,MER-200812,MII-199906,MIL-201007,MKG-200010,MMC,MMM,MNR-199809,MO,MOB-199911,MRK,MRO,MS,MSFT,MSI,MST-199808,MTLQQ-201103,MU,MWI-200402,MWV-201507,MYG-200603,MZIAQ-201010,NAE-199708,NAV,NC,NCC-200812,NEE,NEM,NKE,NLC-199912,NMK-200201,NOC,NOVL-201104,NRTLQ-201510,NSC,NSI-200306,NSM-201109,NUE,NWL,NYN-199708,NYT,OAT-200108,OKE,OM-199709,OMX-201311,ONE-200406,ORCL,ORX-199902,OWENQ-200610,OXY,PAC-199703,PAS-201002,PBI,PBY-201602,PCAR,PCG,PCH,PD-200703,PDG-200603,PEG,PEL-199706,PEP,PET-199806,PFE,PG,PGL-200702,PGN-201207,PH,PHA-200304,PHB-199910,PHM,PKI,PLL-201508,PMI-199911,PNC,PNU-200003,PPG,PPL,PPW-199911,PRD-200110,PVN-199706,PX,PZE-199908,R,RAD,RAL-200112,RBD-199903,RBK-200601,RDC,RDS.A,RLM-200005,RML-200608,RNB-199912,ROH-200904,ROK,RRD,RSHCQ-201510,RTN,RYAN-200610,RYC-199908,RYI-200710,S,S-200503,SAF-200809,SB-199711,SCI,SFA-200602,SFS-200008,SGID-200610,SGP-200911,SHN-200007,SHW,SIAL-201511,SK-199805,SLB,SMI-200109,SMS-200007,SNA,SNT-199910,SO,SPGI,SRR-200708,STI,STJ-201701,STO-199811,SUN-201210,SVU,SWK,SYY,T,T-200511,TA-199907,TAP,TCOMA-199903,TDM-199708,TEK-200711,TEN,TGNA,TGT,THC,THY-199708,TIN-201202,TJX,TKR,TLAB-201312,TMC.A-200006,TMK,TNB-201205,TOY-200507,TRB-200712,TRV,TRW-200212,TWX-200101,TX-200110,TXN,TXT,TXU-200710,UAWGQ-200303,UCC-199904,UCL-200508,UCM-200010,UIS,UK-200102,UMG-200006,UN,UNH,UNM,UNP,USB-200102,USBC-199708,USH-199706,USHC-199607,USS-199810,UST-200901,USW-200006,UTX,VAT-199609,VFC,VO-200012,VZ,WAI-199808,WB-200108,WB-200812,WBA,WEN-200809,WFC,WFC-199811,WHR,WLA-200006,WLL-200203,WMB,WMT,WMX-199807,WNDXQ-200611,WOR,WWY-200810,WY,WYE-200910,X,XEL,XOM,XRX,YRCW,TMC-200006"
1996-01-04,"TMC-200006,AAL-199702,AAMRQ-201312,AAPL,OAT-200108,OKE,OM-199709,OMX-201311,ONE-200406,ORCL,ORX-199902,OWENQ-200610,OXY,PAC-199703,PAS-201002,PBI,PBY-201602,PCAR,PCG,PCH,PD-200703,PDG-200603,PEG,PEL-199706,PEP,PET-199806,PFE,PG,PGL-200702,PGN-201207,PH,PHA-200304,PHB-199910,PHM,PKI,PLL-201508,PMI-199911,PNC,PNU-200003,PPG,PPL,PPW-199911,PRD-200110,PVN-199706,PX,PZE-199908,R,RAD,RAL-200112,RBD-199903,RBK-200601,RDC,RDS.A,RLM-200005,RML-200608,RNB-199912,ROH-200904,ROK,RRD,RSHCQ-201510,RTN,RYAN-200610,RYC-199908,RYI-200710,S,S-200503,SAF-200809,SB-199711,SCI,SFA-200602,SFS-200008,SGID-200610,SGP-200911,SHN-200007,SHW,SIAL-201511,SK-199805,SLB,SMI-200109,SMS-200007,SNA,SNT-199910,SO,SPGI,SRR-200708,STI,STJ-201701,STO-199811,SUN-201210,SVU,SWK,SYY,T,T-200511,TA-199907,TAP,TCOMA-199903,TDM-199708,TEK-200711,TEN,TGNA,TGT,THC,THY-199708,TIN-201202,TJX,TKR,TLAB-201312,TMC.A-200006,TMK,TNB-201205,TOY-200507,TRB-200712,TRV,TRW-200212,TWX-200101,TX-200110,TXN,TXT,TXU-200710,UAWGQ-200303,UCC-199904,UCL-200508,UCM-200010,UIS,UK-200102,UMG-200006,UN,UNH,UNM,UNP,USB-200102,USBC-199708,USH-199706,USHC-199607,USS-199810,UST-200901,USW-200006,UTX,VAT-199609,VFC,VO-200012,VZ,WAI-199808,WB-200108,WB-200812,WBA,WEN-200809,WFC,WFC-199811,WHR,WLA-200006,WLL-200203,WMB,WMT,WMX-199807,WNDXQ-200611,WOR,WWY-200810,WY,WYE-200910,X,XEL,XOM,XRX,YRCW,ABI-200811,ABS-200606,ABT,ABX,ACKH-200211,ACV-201105,ADM,ADP,ADSK,AEE,AEP,AET,AGC-200108,AGN-201503,AHM-199810,AIG,AIT-199910,AL-200711,ALL,AM-201308,AMAT,AMD,AMGN,AMH-199709,AMP-199904,AN-199812,ANDW-200712,ANV-199904,APD,AR-199911,ARC-200004,ARNC,AS-199909,ASC-199906,ASH,AT-200711,ATI,ATI-199906,AVP,AVY,AXP,AZA.A-200106,BA,BAC,BAC-199809,BAX,BBI-199801,BC,BCO,BCR-201712,BDK-201003,BDX,BEAM-201404,BEV-200603,BF.B,BFI-199907,BFO-200010,BGG,BHGE,BHMSQ-200401,BK,BKB-199909,BLL,BLS-200612,BLY-199612,BMET-200709,BMS,BMY,BNI-201002,BNL-199806,BOAT-199701,BOL-200710,BR-200603,BSX,BT-199906,BUD-200811,C,C-199811,CA,CAG,CAL,CAR,CAT,CB-201601,CBB-199801,CBE-201211,CBS,CBS-200005,CCB-199602,CCI-199810,CCK,CCTYQ-201009,CEG-201203,CEN-200711,CFL-199804,CG-200011,CGP-200101,CHA-200006,CHRS-201206,CI,CIN-200603,CL,CLX,CMA,CMB-199603,CMCSA,CMI,CNG-200001,CNP,CNW-201510,COMS-201004,COP,COST,COV-200203,CPB,CPQ-200205,CR,CRR-199706,CSCO,CSR-200006,CSX,CTB,CTX-200908,CVS,CVX,CYM-199912,CYR-199606,D,DALRQ-200704,DCNAQ-200801,DD-201708,DDS,DE,DEC-199806,DGN-199910,DI-199809,DIGI-199809,DIS,DJ-200712,DLX,DOV,DOW-201708,DRI,DTE,DUK,DWD-199705,DXC,EC-200606,ECH-199807,ECL,ECO-200301,ED,EFU-200011,EIX,EKDKQ-201309,EMN,EMR,ENRNQ-200411,ENS-199708,ETN,ETR,ETS-200603,EXC,F,FBF-200403,FBO-199603,FCN-199810,FCX,FDC-200709,FDX,FE,FG-199804,FJ-200011,FL,FLMIQ-200408,FLTWQ-200907,FMC,FMCC,FNMA,FTL.A-200004,FWLT-201412,G-200509,GAPTQ-201203,GAS-201112,GD,GDW-200609,GE,GFS.A-199810,GIDL-199709,GIS,GLD-199705,GLK-200507,GLW,GP-200512,GPC,GPS,GPU-200111,GR-201207,GRA-199609,GRN-199812,GSX-199810,GT,GTE-200006,GWF-199707,GWW,H-200107,HAL,HAS,HCA-200611,HD,HDLM-201301,HES,HET-200801,HI-200303,HIG,HLT-200710,HM-200112,HNZ-201306,HON,HON-199912,HP,HPC-200811,HPH-199912,HPQ,HRB,HRS,HSH-201408,HSY,HUM,I-199603,IBM,IFF,IKN-200810,INCLF-200701,INGR-200611,INTC,IP,IPG,IR,ITT,ITT-199802,ITW,JAVA-201001,JCI,JCI-201609,JCP,JH-200705,JNJ,JOS-200005,JP-200603,JPM,JPM-200012,JWN,K,KATE-201707,KBH,KEY,KM-200212,KMB,KMG-200608,KO,KR,KRB-200512,KRI-200606,KWP-199911,L,LB,LDG-200810,LDW.B-200012,LLX-199710,LLY,LMT,LNC,LOR-199604,LOW,LPX,LSI-201405,LUB,LUV,M,MAS,MAT,MAY-200508,MCD,MCIC-199809,MCO,MD-199707,MDP,MDR,MDT,MEA-200201,MEE-201106,MEL-200706,MER-200812,MII-199906,MIL-201007,MKG-200010,MMC,MMM,MNR-199809,MO,MOB-199911,MRK,MRO,MS,MSFT,MSI,MST-199808,MTLQQ-201103,MU,MWI-200402,MWV-201507,MYG-200603,MZIAQ-201010,NAE-199708,NAV,NC,NCC-200812,NEE,NEM,NKE,NLC-199912,NMK-200201,NOC,NOVL-201104,NRTLQ-201510,NSC,NSI-200306,NSM-201109,NUE,NWL,NYN-199708,NYT"
1996-01-10,"TMC-200006,AAL-199702,AAMRQ-201312,AAPL,ABI-200811,ABS-200606,ABT,ABX,ACKH-200211,ACV-201105,ORX-199902,OWENQ-200610,OXY,PAC-199703,PAS-201002,PBI,PBY-201602,PCAR,PCG,PCH,PD-200703,PDG-200603,PEG,PEL-199706,PEP,PET-199806,PFE,PG,PGL-200702,PGN-201207,PH,PHA-200304,PHB-199910,PHM,PKI,PLL-201508,PMI-199911,PNC,PNU-200003,PPG,PPL,PPW-199911,PRD-200110,PVN-199706,PX,PZE-199908,R,RAD,RAL-200112,RBD-199903,RBK-200601,RDC,RDS.A,RLM-200005,RML-200608,RNB-199912,ROH-200904,ROK,RRD,RSHCQ-201510,RTN,RYAN-200610,RYC-199908,RYI-200710,S,S-200503,SAF-200809,SB-199711,SCI,SFA-200602,SFS-200008,SGID-200610,SGP-200911,SHN-200007,SHW,SIAL-201511,SK-199805,SLB,SMI-200109,SMS-200007,SNA,SNT-199910,SO,SPGI,SRR-200708,STI,STJ-201701,STO-199811,SUN-201210,SVU,SWK,SYY,T,T-200511,TA-199907,TAP,TCOMA-199903,TDM-199708,TEK-200711,TEN,TGNA,TGT,THC,THY-199708,TIN-201202,TJX,TKR,TLAB-201312,TMC.A-200006,TMK,TNB-201205,TOY-200507,TRB-200712,TRV,TRW-200212,TWX-200101,TX-200110,TXN,TXT,TXU-200710,UAWGQ-200303,UCC-199904,UCL-200508,UCM-200010,UIS,UK-200102,UMG-200006,UN,UNH,UNM,UNP,USB-200102,USBC-199708,USH-199706,USHC-199607,USS-199810,UST-200901,USW-200006,UTX,VAT-199609,VFC,VO-200012,VZ,WAI-199808,WB-200108,WB-200812,WBA,WEN-200809,WFC,WFC-199811,WHR,WLA-200006,WLL-200203,WMB,WMT,WMX-199807,WNDXQ-200611,WOR,WWY-200810,WY,WYE-200910,X,XEL,XOM,XRX,YRCW,ADM,ADP,ADSK,AEE,AEP,AET,AGC-200108,AGN-201503,AHM-199810,AIG,AIT-199910,AL-200711,ALL,AM-201308,AMAT,AMD,AMGN,AMH-199709,AMP-199904,AN-199812,ANDW-200712,ANV-199904,APD,AR-199911,ARC-200004,ARNC,AS-199909,ASC-199906,ASH,AT-200711,ATI,ATI-199906,AVP,AVY,AXP,AZA.A-200106,BA,BAC,BAC-199809,BAX,BBI-199801,BC,BCO,BCR-201712,BDK-201003,BDX,BEAM-201404,BEV-200603,BF.B,BFI-199907,BFO-200010,BGG,BHGE,BHMSQ-200401,BK,BKB-199909,BLL,BLS-200612,BLY-199612,BMET-200709,BMS,BMY,BNI-201002,BNL-199806,BOAT-199701,BOL-200710,BR-200603,BSX,BT-199906,BUD-200811,C,C-199811,CA,CAG,CAL,CAR,CAT,CB-201601,CBB-199801,CBE-201211,CBS,CBS-200005,CCB-199602,CCI-199810,CCK,CCTYQ-201009,CEG-201203,CEN-200711,CFL-199804,CG-200011,CGP-200101,CHA-200006,CHRS-201206,CI,CIN-200603,CL,CLX,CMA,CMB-199603,CMCSA,CMI,CNG-200001,CNP,CNW-201510,COMS-201004,COP,COST,COV-200203,CPB,CPQ-200205,CR,CRR-199706,CSCO,CSR-200006,CSX,CTB,CTX-200908,CVS,CVX,CYM-199912,CYR-199606,D,DALRQ-200704,DCNAQ-200801,DD-201708,DDS,DE,DEC-199806,DGN-199910,DI-199809,DIGI-199809,DIS,DJ-200712,DLX,DOV,DOW-201708,DRI,DTE,DUK,DWD-199705,DXC,EC-200606,ECH-199807,ECL,ECO-200301,ED,EFU-200011,EIX,EKDKQ-201309,EMN,EMR,ENRNQ-200411,ENS-199708,ETN,ETR,ETS-200603,EXC,F,FBF-200403,FBO-199603,FCN-199810,FCX,FDC-200709,FDX,FE,FG-199804,FJ-200011,FL,FLMIQ-200408,FLTWQ-200907,FMC,FMCC,FNMA,FTL.A-200004,FWLT-201412,G-200509,GAPTQ-201203,GAS-201112,GD,GDW-200609,GE,GFS.A-199810,GIDL-199709,GIS,GLD-199705,GLK-200507,GLW,GP-200512,GPC,GPS,GPU-200111,GR-201207,GRA-199609,GRN-199812,GSX-199810,GT,GTE-200006,GWF-199707,GWW,H-200107,HAL,HAS,HCA-200611,HD,HDLM-201301,HES,HET-200801,HI-200303,HIG,HLT-200710,HM-200112,HNZ-201306,HON,HON-199912,HP,HPC-200811,HPH-199912,HPQ,HRB,HRS,HSH-201408,HSY,HUM,I-199603,IBM,IFF,IKN-200810,INCLF-200701,INGR-200611,INTC,IP,IPG,IR,ITT,ITT-199802,ITW,JAVA-201001,JCI,JCI-201609,JCP,JH-200705,JNJ,JOS-200005,JP-200603,JPM,JPM-200012,JWN,K,KATE-201707,KBH,KEY,KM-200212,KMB,KMG-200608,KO,KR,KRB-200512,KRI-200606,KWP-199911,L,LB,LDG-200810,LDW.B-200012,LLX-199710,LLY,LMT,LNC,LOR-199604,LOW,LPX,LSI-201405,LUB,LUV,M,MAS,MAT,MAY-200508,MCD,MCIC-199809,MCO,MD-199707,MDP,MDR,MDT,MEA-200201,MEE-201106,MEL-200706,MER-200812,MII-199906,MIL-201007,MKG-200010,MMC,MMM,MNR-199809,MO,MOB-199911,MRK,MRO,MS,MSFT,MSI,MST-199808,MTLQQ-201103,MU,MWI-200402,MWV-201507,MYG-200603,MZIAQ-201010,NAE-199708,NAV,NC,NCC-200812,NEE,NEM,NKE,NLC-199912,NMK-200201,NOC,NOVL-201104,NRTLQ-201510,NSC,NSI-200306,NSM-201109,NUE,NWL,NYN-199708,NYT,OAT-200108,OKE,OM-199709,OMX-201311,ONE-200406,ORCL"
